workload,launch_order,call_id,matrix_size,process,op_index,op_type,family,kernel_name,grid,block,ncu_status,ncu_replay_us,nsys_gpu_us,sm_throughput_pct,tensor_pipe_active_pct,dram_cycles_active_pct,dram_bw_pct_of_peak,dram_read_bytes,dram_write_bytes,l2_throughput_pct,l2_hit_rate_pct,l1_throughput_pct,achieved_occupancy_pct,theoretical_occupancy_pct,waves_per_sm,registers_per_thread,gemm_tflops_from_replay,dominant_stalls,hardware_bottleneck_interpretation
planner_debate,113603,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,copy,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[","(1024, 1, 1)","(128, 1, 1)",profiled,6.368,2.27,2.001634,0.0,67.448602,0.0,4199296.000000001,0.0,26.457033,34.664789,8.207682,40.435006,100.0,0.67,30.0,,,DRAM-bandwidth-bound
planner_debate,113604,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.632,3.9,22.946726,0.0,38.702821,0.0,2120960.0000000005,128.0,23.382883,57.456208,17.008799,64.597228,100.0,1.33,16.0,,,"underutilised: SM 23 %, DRAM 39 %, L2 23 %, occ 65 %"
planner_debate,113605,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,"(16, 8, 1)","(128, 1, 1)",profiled,39.424,37.54,33.084761,36.886427,27.140628,0.0,10509696.0,128.0,53.08118,89.810353,27.673826,8.332094,16.666667,0.5,232.0,,,"underutilised: SM 33 %, DRAM 27 %, L2 53 %, occ 8 %"
planner_debate,113606,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(4, 8, 4)","(128, 1, 1)",profiled,7.584,6.75,21.238169,26.862622,42.710064,0.0,3159296.0,128.0,48.729661,82.462181,26.862622,8.327733,8.333333,1.0,102.0,,,"underutilised: SM 21 %, DRAM 43 %, L2 49 %, occ 8 %"
planner_debate,113607,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 32, 1)","(32, 16, 1)",profiled,3.424,1.86,17.268647,0.0,32.01578,0.0,1059584.0000000002,0.0,13.567756,40.134723,18.885323,57.78416,100.0,0.67,38.0,,,"underutilised: SM 17 %, DRAM 32 %, L2 14 %, occ 58 %"
planner_debate,113608,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(4, 8, 4)","(128, 1, 1)",profiled,7.872000000000001,6.66,21.409437,26.570565,40.940154,0.0,3159296.0,0.0,46.820986,82.40203,26.570565,8.327787,8.333333,1.0,102.0,,,"underutilised: SM 21 %, DRAM 41 %, L2 47 %, occ 8 %"
planner_debate,113609,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 32, 1)","(32, 16, 1)",profiled,3.232,1.76,17.102739,0.0,33.422158,0.0,1059584.0000000002,0.0,14.16122,40.368471,19.406467,58.609234,100.0,0.67,38.0,,,"underutilised: SM 17 %, DRAM 33 %, L2 14 %, occ 59 %"
planner_debate,113610,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.4880000000000004,3.04,17.322949,0.0,5.012863,0.0,169600.0,0.0,5.35025,63.586279,12.006449,68.655345,100.0,4.0,29.0,,,"underutilised: SM 17 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,113611,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.552,2.82,17.43693,0.0,4.919738,0.0,169472.00000000003,0.0,5.150943,65.248928,12.003659,68.695427,100.0,4.0,29.0,,,"underutilised: SM 17 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,113612,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.5360000000000005,3.71,26.223059,0.0,41.576705,0.0,2247936.0000000005,0.0,23.204374,53.175382,16.224352,64.887404,100.0,1.33,16.0,,,"underutilised: SM 26 %, DRAM 42 %, L2 23 %, occ 65 %"
planner_debate,113613,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(1024, 1, 1)","(128, 1, 1)",profiled,3.6159999999999997,2.46,12.914355,0.0,30.343094,0.0,1066368.0,0.0,18.229909,55.380824,10.280035,55.09677,100.0,0.67,16.0,,,"underutilised: SM 13 %, DRAM 30 %, L2 18 %, occ 55 %"
planner_debate,113614,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,8.064,5.92,39.626996,0.0,26.667965,0.0,2103808.0,0.0,16.394996,52.594167,8.09427,76.680503,100.0,1.33,39.0,,,"underutilised: SM 40 %, DRAM 27 %, L2 16 %, occ 77 %"
planner_debate,113615,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.44,3.55,22.679179,0.0,42.477748,0.0,2247936.0000000005,0.0,24.951187,58.481596,16.619615,64.884378,100.0,1.33,16.0,,,"underutilised: SM 23 %, DRAM 42 %, L2 25 %, occ 65 %"
planner_debate,113616,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(2048, 1, 1)","(128, 1, 1)",profiled,7.04,3.9,20.434411,0.0,61.095235,0.0,4214144.0,0.0,24.251046,36.522593,11.860729,73.50137,100.0,1.33,16.0,,,DRAM-bandwidth-bound
planner_debate,113617,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(256, 1, 1)","(128, 1, 1)",profiled,3.3600000000000003,1.98,5.428236,0.0,15.660511,0.0,508032.00000000006,0.0,6.320282,51.210572,3.99243,15.541687,100.0,0.17,16.0,,,"latency/launch-bound: 0.17 waves per SM, no unit above 30 % of peak"
planner_debate,113618,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(128, 1, 1)","(128, 1, 1)",profiled,3.136,1.86,1.912046,0.0,4.89808,0.0,148864.0,0.0,3.417203,70.245305,1.540483,8.299969,100.0,0.08,16.0,,,"latency/launch-bound: 0.08 waves per SM, no unit above 30 % of peak"
planner_debate,113619,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.6159999999999997,2.72,17.558161,0.0,7.613109,0.0,268800.0,0.0,5.207439,62.409718,4.929068,70.016905,100.0,1.33,39.0,,,"underutilised: SM 18 %, DRAM 8 %, L2 5 %, occ 70 %"
planner_debate,113620,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(256, 1, 1)","(128, 1, 1)",profiled,3.424,1.89,4.439089,0.0,12.445988,0.0,412928.0,0.0,5.769756,55.845046,4.211605,15.706147,100.0,0.17,16.0,,,"latency/launch-bound: 0.17 waves per SM, no unit above 30 % of peak"
planner_debate,113621,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(256, 1, 1)","(128, 1, 1)",profiled,3.424,1.98,5.167241,0.0,16.319871,0.0,544128.0,0.0,6.456477,49.548479,3.811815,15.37586,100.0,0.17,16.0,,,"latency/launch-bound: 0.17 waves per SM, no unit above 30 % of peak"
planner_debate,113622,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.68,2.62,16.91202,0.0,7.581553,0.0,268928.0,0.0,4.81133,58.997479,5.014223,65.31043,100.0,1.33,39.0,,,"underutilised: SM 17 %, DRAM 8 %, L2 5 %, occ 65 %"
planner_debate,113623,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,3.584,2.66,17.705983,0.0,7.757092,0.0,268800.0,0.0,5.172928,59.835832,4.955673,64.989649,100.0,1.33,39.0,,,"underutilised: SM 18 %, DRAM 8 %, L2 5 %, occ 65 %"
planner_debate,113624,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, cutlass:","(8, 2, 16)","(128, 1, 1)",profiled,22.496,21.41,18.111888,27.940032,12.125464,0.0,2676992.0,0.0,29.794082,92.020346,18.968663,8.316741,8.333333,2.0,242.0,,,"underutilised: SM 18 %, DRAM 12 %, L2 30 %, occ 8 %"
planner_debate,113625,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,attention,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, ","(2048, 1, 1)","(128, 1, 1)",profiled,13.152000000000001,7.42,29.234139,0.0,65.699405,0.0,8476800.000000002,0.0,26.098303,23.263169,7.295819,59.839341,75.0,1.78,54.0,,,DRAM-bandwidth-bound
planner_debate,113626,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(16, 8, 1)","(128, 1, 1)",profiled,31.264,30.46,42.38068,44.487559,34.18875,0.0,10502656.0,128.0,66.962764,89.819082,33.36567,8.331999,8.333333,1.0,158.0,,,tensor-core compute-bound
planner_debate,113627,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>","(1024, 1, 1)","(128, 1, 1)",profiled,6.335999999999999,2.34,2.815756,0.0,67.826141,0.0,4200576.0,0.0,26.651893,35.285486,8.278155,40.732863,100.0,0.67,37.0,,,DRAM-bandwidth-bound
planner_debate,113628,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,copy,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(,"(2048, 1, 1)","(128, 1, 1)",profiled,6.24,4.26,19.96881,0.0,34.982756,0.0,2129280.0000000005,0.0,32.938474,68.617615,15.139009,63.553982,100.0,1.33,31.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,113629,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_unary,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, f","(1024, 1, 1)","(128, 1, 1)",profiled,6.784,3.14,1.883381,0.0,63.28125,0.0,4199040.0,0.0,28.537318,50.805423,13.58499,43.619609,100.0,0.67,30.0,,,DRAM-bandwidth-bound
planner_debate,113630,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,reduce,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned","(32, 1, 1)","(32, 16, 1)",profiled,8.576,4.45,1.632017,0.0,50.454905,0.0,4244864.0,0.0,19.838514,12.597563,23.577832,33.270231,100.0,0.08,26.0,,,"underutilised: SM 2 %, DRAM 50 %, L2 20 %, occ 33 %"
planner_debate,113631,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(i","(1, 1, 1)","(128, 1, 1)",profiled,1.888,1.12,0.015741,0.0,0.369699,0.0,6784.000000000001,0.0,0.751253,102.703941,73.528004,8.311393,100.0,0.0,32.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,113632,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_unary,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda()","(1, 1, 1)","(128, 1, 1)",profiled,1.984,1.25,0.023951,0.0,0.437769,0.0,8320.0,0.0,0.899839,91.706422,56.078861,8.312797,100.0,0.0,22.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,113633,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, ","(4096, 1, 1)","(128, 1, 1)",profiled,6.752,4.03,16.572284,0.0,63.87982,0.0,4207360.0,0.0,32.01725,51.621075,14.319503,75.376308,100.0,2.67,16.0,,,DRAM-bandwidth-bound
planner_debate,113634,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,copy,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[","(1024, 1, 1)","(128, 1, 1)",profiled,6.335999999999999,2.34,1.996099,0.0,67.717966,0.0,4199423.999999999,0.0,26.74039,34.803654,8.229377,40.22545,100.0,0.67,30.0,,,DRAM-bandwidth-bound
planner_debate,113635,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.728,3.68,22.654764,0.0,37.907211,0.0,2120960.0000000005,0.0,22.951173,57.997677,16.987785,63.526615,100.0,1.33,16.0,,,"underutilised: SM 23 %, DRAM 38 %, L2 23 %, occ 64 %"
planner_debate,113637,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_f2f_tn,"(172, 4, 2)","(128, 1, 1)",profiled,161.312,160.61,44.011664,45.664305,29.996932,0.0,47204096.0,357888.0,71.937427,91.826294,34.836637,15.966676,16.666667,5.38,230.0,,,tensor-core compute-bound
planner_debate,113638,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lam","(5504, 1, 1)","(128, 1, 1)",profiled,14.08,7.36,23.666693,0.0,81.75816,0.0,11285376.0,128.0,37.624714,50.598378,17.988888,80.140441,100.0,3.58,30.0,,,DRAM-bandwidth-bound
planner_debate,113640,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_f2f_tn,"(172, 4, 2)","(128, 1, 1)",profiled,161.376,158.72,43.815323,45.605514,29.818118,0.0,47204352.0,103424.0,71.927653,91.808398,34.790605,15.972576,16.666667,5.38,230.0,,,tensor-core compute-bound
planner_debate,113641,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloa","(5504, 1, 1)","(128, 1, 1)",profiled,25.503999999999998,9.06,3.745237,0.0,90.048454,0.0,22550656.0,128.0,35.407196,33.73008,11.143751,82.058571,100.0,3.58,37.0,,,DRAM-bandwidth-bound
planner_debate,113643,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,gemm,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f_tn,"(16, 8, 4)","(128, 1, 1)",profiled,155.552,152.83,45.610305,46.207741,36.972329,0.0,56379648.00000001,140288.0,71.994651,89.873097,34.906322,15.22126,16.666667,2.0,230.0,,,tensor-core compute-bound
planner_debate,113644,critic-a,1024,mir_operator:prefill_layer00,1,prefill_layer00,elementwise_other,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>","(1024, 1, 1)","(128, 1, 1)",profiled,6.4,5.09,2.839501,0.0,67.203883,0.0,4200576.0,0.0,26.509148,35.15888,8.216835,41.25755,100.0,0.67,37.0,,,DRAM-bandwidth-bound
planner_debate,113645,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,copy,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(,"(2048, 1, 1)","(128, 1, 1)",profiled,6.176,4.35,20.260344,0.0,35.267554,0.0,2129280.0000000005,0.0,33.200277,68.565168,15.352024,63.829639,100.0,1.33,31.0,,,"underutilised: SM 20 %, DRAM 35 %, L2 33 %, occ 64 %"
planner_debate,113646,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_unary,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, f","(1024, 1, 1)","(128, 1, 1)",profiled,6.656,3.26,1.699877,0.0,64.394237,0.0,4199040.0,0.0,29.037914,50.964379,12.26111,43.621264,100.0,0.67,30.0,,,DRAM-bandwidth-bound
planner_debate,113647,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned","(32, 1, 1)","(32, 16, 1)",profiled,8.48,4.67,1.639897,0.0,51.152209,0.0,4244864.0,0.0,20.07412,12.478876,22.844634,33.272898,100.0,0.08,26.0,,,"underutilised: SM 2 %, DRAM 51 %, L2 20 %, occ 33 %"
planner_debate,113648,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(i","(1, 1, 1)","(128, 1, 1)",profiled,1.888,1.12,0.019352,0.0,0.37642,0.0,6784.000000000001,0.0,0.758813,103.724138,70.42641,8.309453,100.0,0.0,32.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,113649,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_unary,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda()","(1, 1, 1)","(128, 1, 1)",profiled,2.016,1.22,0.027827,0.0,0.423177,0.0,8320.0,0.0,0.863355,92.144453,66.811657,8.310679,100.0,0.0,22.0,,,"latency/launch-bound: 0.00 waves per SM, no unit above 30 % of peak"
planner_debate,113650,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, ","(4096, 1, 1)","(128, 1, 1)",profiled,6.656,4.06,17.127711,0.0,64.847696,0.0,4207360.0,0.0,32.33132,51.42498,14.840194,75.671287,100.0,2.67,16.0,,,DRAM-bandwidth-bound
planner_debate,113651,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,copy,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[","(1024, 1, 1)","(128, 1, 1)",profiled,6.335999999999999,2.3,2.003532,0.0,67.805473,0.0,4199296.000000001,0.0,26.673862,35.009688,8.409685,40.059087,100.0,0.67,30.0,,,DRAM-bandwidth-bound
planner_debate,113652,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.3759999999999994,3.97,23.398023,0.0,40.390991,0.0,2120960.0000000005,0.0,24.179331,57.387998,17.18993,63.858642,100.0,1.33,16.0,,,"underutilised: SM 23 %, DRAM 40 %, L2 24 %, occ 64 %"
planner_debate,113653,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,gemm,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_relu_f2f_tn,"(16, 8, 1)","(128, 1, 1)",profiled,37.888,37.76,34.056302,36.523939,28.265105,0.0,10509824.000000002,128.0,55.207597,89.839482,27.401871,8.332113,16.666667,0.5,232.0,,,"underutilised: SM 34 %, DRAM 28 %, L2 55 %, occ 8 %"
planner_debate,113654,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,gemm,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(4, 8, 4)","(128, 1, 1)",profiled,7.808,6.69,21.362279,26.459815,41.468414,0.0,3159296.0,0.0,47.476772,82.485791,26.459815,8.327757,8.333333,1.0,102.0,,,"underutilised: SM 21 %, DRAM 41 %, L2 47 %, occ 8 %"
planner_debate,113655,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 32, 1)","(32, 16, 1)",profiled,3.232,1.95,16.448919,0.0,33.85962,0.0,1059584.0000000002,0.0,14.348347,41.527451,18.315204,59.820155,100.0,0.67,38.0,,,"underutilised: SM 16 %, DRAM 34 %, L2 14 %, occ 60 %"
planner_debate,113656,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,gemm,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(4, 8, 4)","(128, 1, 1)",profiled,7.680000000000001,6.72,21.573241,26.447255,42.008783,0.0,3159168.0000000005,0.0,48.145648,82.553702,26.447255,8.327778,8.333333,1.0,102.0,,,"underutilised: SM 22 %, DRAM 42 %, L2 48 %, occ 8 %"
planner_debate,113657,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,reduce,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, ","(8, 32, 1)","(32, 16, 1)",profiled,3.264,1.76,16.310631,0.0,33.595779,0.0,1059584.0000000002,0.0,14.369018,41.559161,18.578463,56.389638,100.0,0.67,38.0,,,"underutilised: SM 16 %, DRAM 34 %, L2 14 %, occ 56 %"
planner_debate,113658,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.552,3.14,17.980886,0.0,4.882812,0.0,169600.0,0.0,5.189647,64.020888,12.096921,67.941969,100.0,4.0,29.0,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 68 %"
planner_debate,113659,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *,","(256, 6, 1)","(512, 1, 1)",profiled,3.584,3.04,17.537707,0.0,4.856221,0.0,169472.00000000003,0.0,5.183642,64.540648,11.856434,68.945526,100.0,4.0,29.0,,,"underutilised: SM 18 %, DRAM 5 %, L2 5 %, occ 69 %"
planner_debate,113660,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.5360000000000005,3.71,25.729044,0.0,41.703078,0.0,2247936.0000000005,0.0,22.876136,53.523149,16.348285,65.206939,100.0,1.33,16.0,,,"underutilised: SM 26 %, DRAM 42 %, L2 23 %, occ 65 %"
planner_debate,113661,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::neg_kernel_cuda(at::TensorIt","(1024, 1, 1)","(128, 1, 1)",profiled,3.712,2.43,13.435306,0.0,29.651908,0.0,1066368.0,0.0,17.907067,55.313023,10.636567,55.668051,100.0,0.67,16.0,,,"latency/launch-bound: 0.67 waves per SM, no unit above 30 % of peak"
planner_debate,113662,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,concat,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *,","(256, 2, 1)","(512, 1, 1)",profiled,7.552,6.02,36.846272,0.0,28.536458,0.0,2103936.0000000005,0.0,17.424478,52.186663,7.636745,76.868978,100.0,1.33,39.0,,,"underutilised: SM 37 %, DRAM 29 %, L2 17 %, occ 77 %"
planner_debate,113663,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(2048, 1, 1)","(128, 1, 1)",profiled,5.44,3.58,22.594804,0.0,42.543605,0.0,2247936.0000000005,0.0,25.124554,58.727282,16.542284,65.367338,100.0,1.33,16.0,,,"underutilised: SM 23 %, DRAM 43 %, L2 25 %, occ 65 %"
planner_debate,113664,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_other,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat1","(2048, 1, 1)","(128, 1, 1)",profiled,7.104,3.84,20.061618,0.0,60.859929,0.0,4214144.0,3712.0,25.607132,36.45168,11.974797,72.463919,100.0,1.33,16.0,,,DRAM-bandwidth-bound
planner_debate,113665,critic-a,1024,mir_operator:prefill_layer01,2,prefill_layer01,elementwise_binary,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16,","(256, 1, 1)","(128, 1, 1)",profiled,3.3600000000000003,1.95,5.328339,0.0,12.664887,0.0,412928.0,0.0,5.91611,57.355912,4.053445,15.579564,100.0,0.17,16.0,,,"latency/launch-bound: 0.17 waves per SM, no unit above 30 % of peak"
